id_author,author,text,sentimen
UCruXNkcpyO9IWcmdZKiUYtQ,@Jollin81,Ulah si jokowi,Negatif
UC8BgBA7jxGysev8_aZYH0vA,@TfinPutra,Ini harus diselidiki dan hukum harus di proses sampai tuntas,Negatif
UCwjzFA9a-vRuNc3HMjEo-Yw,@irwansatari1324,Mantan bin itu terlibat di erah jokowi.dan pdip,Netral
UCdjKuInU2K9gT7eghu0p1_Q,@kiagengpmnahan,"😅😂 bandara yg masuk wilayah bagian propinsi Han Jinng Kie Kho Wie😅😂
negara dalam negara,, siasat VOC 😅, ambil wilayah sikit demi sikit.",Netral
UCvUieKvY-X_wzdCH4YVc14A,@banjarbaru4773,"siapa yg bangun bandara tersebut ,tidak mungkin pemerintahan terdahulu tidak tau ,harus di tegakan hukum jgn pandang bulu ,Jokowi harus bertanggung jawab ,kan waktu pemerintahan Jokowi baru ketahuan  sekarang",Negatif
UCerqxd29GZrHiq9TCCCmN2g,@Sutrisno-x1v,Pertama untuk menyelesaikan kejahatan uu harus tegas pelaku kejahatan bisa jera,Negatif
UCQ5aoTOzQ_jxC_TnSZjfHgw,@arjunaalif6281,saya percaya gk brani nindak itu Pakde Wowo. ..wis angel tenan,Negatif
UCNT0_9XbGzNepeGUOwf35aA,@FransiskusHadir,Adili jokowi...,Negatif
UCXJ4sxnC-AgZnv-gQiwVPEA,@silentae-jk2sn,"Apa iya..selama 10 taon yg lalu pada gak tau..

Wi..jokowi...Hut....Luhut...matamu selama ini juga gak liat ada bandara ilegal??",Negatif
UCRNvCTLQM18NqxuhkedJ5fg,@thelegend9335,ERA Mulyono memang RUSAK!,Negatif
UCsai8DPOAwkSE_nAenxdRNQ,@IntarGo-s8j,Semua Jenis Tambang.. sawit.. dan Pabrik serta Bank 89% kemudian Kedokteran semua suda di kuasai China yang memiliki KTP NKRI...,Negatif
UCAX_tC41yAwqlc3E6fv3HAw,@RiiSaputra-ry9kr,Kan ada kepala desa camat bupati ada juga polisi tni didaerah tersebut selama ini tidur apa... Kok pada diem semua,Negatif
UCpOl0rWf83tC--A2Hs6rlRA,@kanang_krd,"Gilaa, ternyata kegilaan oknum² pemimpin kita dulu,  baru terungkap bobrok nya sekarang",Negatif
UCq-hqJbo_TpXzdIHWAMoXIw,@hasanhasan-s6x,Betul sekali,Netral
UC3O1c5oJ7SoYUrGTayQ3gQQ,@googleakun3436,jelas jelas udah bobrok masih bnyak yg membelanya,Negatif
UCc3kNEusmBzTVpMcHHzftnQ,@guntoro4032,Mata sipit meraja lela 😂,Negatif
UCmra9UCqpG0--9c_GVGXDcQ,@afriantosatolom1153,Itu fasilitas perusahaan IMIP 😂,Netral
UCyAfrWdArZWHcICZQbqf_sw,@sujanaknak168,Panglima piye pak panglima...dg inteljennya...kok mlekoto kuwiiii...,Negatif
UCmFwY14NHfsDep9fcE0AfCQ,@HengkiriwanJulianda,Yg dulu sibuk poya poya,Negatif
UCzNtvV3gANm--7k3S5kl56g,@MrEri299,@sujanaknak168 nah itu kalau ada pesawat datang dan pergi kan mestinya terpantau radar ....kalau sampai nggak tahu trus bagaimana?,Netral
UCXZqk_Zgag8Uu02xs-xXfsA,@JefryZain,Negara ttp rusak klw geng solo dan termul masih ada didlm pemerintahan  .. 😢,Negatif
UChw1ckdT9jW2wfKwE7dbg6Q,@muhamadnoval3932,Dimana kerja Badan Otoritas Penerbangan Sipil masa ada bandara beroperasi tanpa melibatkan institusi yg berwenang.,Negatif
UCO7OjTTKled2VXnjJ4vdNmg,@TeguhSupomo-k5k,Itu aki aki yg dah uzur yg biasa pasang badan mana suaranya.. suruh ngeles lagi aja,Negatif
UCeqhR3qgmmGpx9A_16XiNiQ,@MohDawyl,Tegas artinya. Bertindak..SDH tau langsung tutup. Jangan pernah biarkan beroperasi lagi..,Negatif
UC0fJ9ANR9lL17dIpTS3jhcw,@aripratono5065,nah baru tau kan proyek beliau,Netral
UCcw54nD_m0NF2bC-zD7_t1w,@santosomawon6414,Itu panglimane piye kuk meneng wae...,Negatif
UCGYtMMkOWt5UX7-S986uSWg,@kemal3129,Era Mulyono Rusak parah,Negatif
UC06657miSVc0bvzVnKMmOqQ,@DadangMaulana-jf2vh,Aneh....aneh bin ajaib ada apa dengan negara ini,Negatif
UCvEpq5cIMxriCONykIAIhwQ,@jolumut3323,"Bayangin aja ada bandara ilegal (DIRESMIKAN JOKOWIIIII) beroperasi 10th, udh brapa tonereka slundupkan narkoba, slundupkan TKA ilegal, dll,,",Negatif
UCzrY7dPVTME2GNDIVcEij3g,@anugrahtulus4266,"Jokowi 2 periode hancurnya Indonesia
Faktaaaaaaaa",Negatif
UCzrY7dPVTME2GNDIVcEij3g,@anugrahtulus4266,"Apa bedanya genk solo, termul dan projo?",Netral
UCKDcnvn7v_Vtf3k5QQsbR7w,@mikeshield,@afriantosatolom1153 yang berdiri di??? dan wajib ikuti aturan di????,Netral
UCs4uxkPs2wmKl_-nO1UoR3A,@erieckwserick4892,Bandara sebesar itu tdk ketahuan ....tdk terlihat.😂😂😂,Negatif
UCbIpPzv9ozzHbG7z6SVH7hg,@suginosugino5780,"TerMul kemana nih,,,,comen donk biar faham dan encer otaknya",Negatif
UCgc56isuf9quTNlqY8jau0Q,@zakiiskandar1962,Mulyono dan Opung wajib diperiksa....!!,Negatif
UCJx6-qd6fADOQkFRy8xfSwQ,@rahailraizan8158,"Dan masi banyak lagi proyek2 yg blm diketahui zaman jok ini parah banget,dy sudah membentuk genk untuk melindungi keluarga mereka,ini sangat bahaya bagi negara,klo tdk di usut tuntus",Negatif
UClpINTQtwAvCDRPDc9jAzvw,@agussutejo7566,Segera ditutup pak Menhan dan selidiki siapa yg memberi ijin dan kewenangan operasional bandara tsb.,Negatif
UC4Y0UOsaA61cTCDMpi9Scfw,@ElaRusmana,Masa itu panglima TNI GK tau. Kmna aja kemaren,Netral
UCL3-bSjWDlLntwDRnBPuuJg,@odon4611,Pantesan banyak pekerja dari china . Bebas masuk kesana ya berarti,Negatif
UCfaqqeFd1kWwj_3OPEjXdlQ,@NurLaili09,Proses hukumnya cuman omon2,Negatif
UCcb_6uHCTs4iEDybotp5hhw,@heromoeslem449,"Bukan baru terungkap sekarang, sudah berapa tahun yg lalu berita ada bandara ilegal dan bisa menjadi pintu masuk warga negara asing dengan bebas, tpi di diamkan saja. Spt video ratusan wna Tiongkok masuk ke Indonesia berturut-turut setiap malam di bandara indonesia",Negatif
UCocNl83MvcgPuVC5HFo4o9Q,@adnan8745,Gak ada yg berani hukum jokowi.hanya bisa omon2 aja lo.udah di beli oleh china mau gimana lagi😅,Negatif
UCJ2sL5c2J2NG61DIVfDs1BQ,@MuhammadKhairi-f8s,😮😮😮😮😮,Netral
UC4bBm8-WWs58MSGhe0Or9EQ,@banyu_laut,"Menhan juga kmn dah era itu, aneh bgt. Sekongkol juga kah 😊",Negatif
UCPAskyMY4jnaHo2IlKAalMA,@SAMODOKPasopati,Mana termul,Negatif
UCtLxRbbKwWSxJjWl6evnL8Q,@kepo-kepochanel8771,"Ternyata Jokowi ngga ada gunanya selama menjabat.
30% kebaikan dan 70% kebobrokanya.
Memang PDIP itu bobroknya",Negatif
UCWOQx6VuWxNAgsao89TeWnA,@anggelinapark3215,Klo kata Jokowi Luhut Gibran... HILIRISASI brooo,Netral
UCofh3QmBQtjdGnwl3g5oHLw,@herysetiawan7689,Bisa 2 periode. ..  jgn salahkan 100% pemimpinnya. . .  Rakyat yg memilih juga bobrok😅😅😅😅,Netral
UCBaWtarjUQ5HpSp-nWI9qLg,@samehtangke2195,Rame nih ...lanjut pak menhan,Netral
UCgqXJdhtO1inU40IX-6ciJA,@prapthahalim9828,Akibat dr 58% rakyat Indonesia yg masih blm cerdas tuk memilih pemimpin nya,Negatif
UCrZ4Kp7LbaTEgC17e4wADpQ,@Mardani-l4l,Katakan tidak pada korupsi nyatanya 😁😁 peninggalan sejarah candi Ambalang perlu di awasi juga tuh,Negatif
UCWoLaDC4iHdKUBsa3jKOajw,@juliannorita1591,"Sengaja dibuka pintu masuk tenaga kerja ilegal yg dulu sempat viral, hasil kerja nganu, menggadaikan negara yang kita cinta ini sangat menyedihkan 😢",Negatif
UC_0uYJm5znghoXY3QpggsXg,@malaekaratman2242,paling nanti jawaban nya..lha wong saya ga tau..ko tanya saya,Netral
UCtoPHTZHaOZXjaosy4npbAA,@budijonoaldi6526,LBP pasti terlibat....,Negatif
UCO7FtwPHTjh-lDD-v8ESspQ,@KutaCane-m9h,Harus di tindak tegas dan di hukum seberat2nya yg terlibat didalamnya...,Negatif
UCrZ4Kp7LbaTEgC17e4wADpQ,@Mardani-l4l,​@JefryZainrusak pikiran dan hati saudaree,Negatif
UCd0ezeQAaafvARHArv8P6Xg,@AdilAdil-f9v6k,"Harus diperiksa Jokowi ,dia yang resmikan ada apa dibalik bandara itu...rusak sudah negara dibuat manusia satu itu",Negatif
UCrZ4Kp7LbaTEgC17e4wADpQ,@Mardani-l4l,​@AdilAdil-f9v6kkatakan tidak pada korupsi nyatanya berjamaah peninggalan sejarah candi Ambalang yang perlu di selidiki lagi kasus Century BLBI biar rakyat Indonesia tercinta tau semuanya,Negatif
UCrZ4Kp7LbaTEgC17e4wADpQ,@Mardani-l4l,​@kemal3129katakan tidak pada korupsi nyatanya berjamaah 😁😁😁,Negatif
UCOx7Um_hoKm9b3qklVPbkWg,@nurmayantibahar3,"Makanya sekarang narkoba dimana2,  china itu melegalkan eksport narkoba ke negara lain.. Baca di internet.. 
Saya waktu dinas ke sulsel..1 pesawat isinya hampir semua orang china,  ampe bingung.. Kayak naik pesawat ke china.",Negatif
UC4r3mdAtM-uIj_kzHR8M5mw,@wisagard,"@MrEri299 kepantau radar ya pasti tp keep silent,, ah kyk tidak tempe saja",Netral
UCAIFrKMmJ1vh_kusZUBM3Tg,@wachyudinsantoso,"Proses yg melakukan tidak benar demi negara dan jangan negara dibohongi oleh oknum kegiatan ilegal yg ada di wilayah indonesia , oknum2 nya harus ditangkap pak",Negatif
UCkJPh5LpBerGFI9dcbI-hGw,@mancingyok965,Itu bandara untuk jual beli/transaksi persenjataan KKB dan OPM 🎉🎉🎉,Negatif
UCkJPh5LpBerGFI9dcbI-hGw,@mancingyok965,​@JefryZaingeng sunda iya juga apa engga ?,Netral
UCOudRRgapacQTt3tLqG1Zmw,@Uchil22Official,"Hajar trs pak,jangan pura"" Tidak tau tentang semua kebobrokan di dalam kesatuan negara RI ini,di era pak Prabowo semoga Indonesia menjadi Negara yg Gemahripah lohjinawi",Positif
UCvRwsNGU5tOBjtCmQuakzfA,@teguhriadi327,Kan sdh di ingatkan oleh Pak Prabowo dari thn 2014..banyak kebocoran kebocaran dan banyak maling....tp kan banyak terbui dgn sikap sederhana dan merakyat itulah hasilnya 10 thn di Pimpin oleh Sipil yg tidak paham dengan strategi Keamanan dan stabilitas kedaulatan suatu Negara...,Negatif
UC1g1sd6LWj32aHz5rp1g2zw,@nafishidayat6849,Jokowi periksa,Netral
UCNQP9zmLbsozYC5w5jmBoZw,@praptosubagio5228,Percuma klw ga juga bisa mengadili ybs,Negatif
UC7qK9am0AKLTKjNmfhKOYaw,@adrianskusuma,"​@anugrahtulus4266beda nama doang, tapi visi misi serta junjungan tuan raja nya tetap sama.",Negatif
UCERyVx6WaWPv7ZNPwGSSj-g,@bkantan,cabangnya kartel pablo eskopdar 😂,Negatif
UCcE1RsnBOsjU11rnXY5SPmQ,@anggisetya9643,"Pemimpin KOMUNIS jilid 2 ternyata ya.... Ya allah semoga kebusukan periode dahulu segera terungkap...

Memang biadap ada pemimpin yg sengaja menghancurkan negerinya sendiri..",Negatif
UCHx9uJpnKTXGnw4I9tYLa7g,@bamtv7879,​@sujanaknak168lha dulu anak buah Mulyono... Mulyono dulu ketua panitia,Netral
UC_hNlYm-WK0af9c3Ok4HjHw,@lennilenni6889,​@guntoro4032benar,Netral
UCGBNO_n6XzfX_J3DZiMTVpA,@ujangkosasih7105,"Pak Prabowo hebat ♥️♥️ 
Menhan Sjafrie hebat ♥️ 
Berjuang untuk kesejahteran rakyat 👍 
Berantas sikat habis tambang ilegal di Morowali. !!!",Positif
UCWkuocFuUBMym6jzBnuvdpQ,@MarwanHariono,Gitu Uang tambangnya beredar..,Negatif
UCVMg8-wFeOpwEDxbW4j4phw,@endangsayekti9302,"Era Jokowi ternyata licik dan jahat membiarkan Aseng menguras kekayaan negara dan ini tentu saja sudah ada kongkalingkong dg penguasa dan oknom"" pejabat sehingga merugikan negara dan membuat rakyat menderita.",Negatif
UCIrQfNjEIykbbXxYax-MANQ,@JembatanHati-r3z,"​@JefryZaindikit2 geng solo, berapa ratus kali fitnah geng solo😂",Negatif
UCi_FvRNZzF2Hqz3pWD-UxKg,@Abdulrohman402-n1e,Mulyonooooo...hebat banget loo😂,Positif
UCGZW28Pj3Cu2tSSmi4EfhMQ,@muhammadhasyim4641,Baru tau rupanya kita sudah curiga ketika media mem blowup wali kota terbaik dunia kemudian   gubernur DKI booming berita mobil ghoib esemka siapa pendampingnya ketika gubernur tidak lain adalah ahok seorang suksesor pengganti Jokowi yg digadang-gadang OLIGARKI alhamdulillah Allah menyelamatkan negeri ini dari KERAKUSAN MEREKA DENGAN TERGELINCIR NYA UCAPAN AHOK YG MENYEBABKAN GAGAL DI DKI DAN MEMIMPIN NEGERI INI.,Positif
UCOvfsngea629Fd7musL4TWg,@lalumustam1117,Sengokongkolan dr daerah sanpai pusat,Netral
UCq5DUwcGE2Cs0mTyXFORUOg,@refarefa4553,​@Mardani-l4lsadar lah saudara..masa buta tidak melihat hal diatas...melek dikit,Negatif
UCatccm57gWfyXrRIsr1N6ZQ,@Armageddon-b4w,"Evaluasi penghianat bangsa, bravo TNI NKRI kuat rakyat sejahtera merdeka ♥️.",Positif
UCLx6j-KVv1GYcriWi-Bnrcw,@daesuka85,"Percuma,,, karena terhalang perintah karena panglima tertinggi itu ya???",Negatif
UCLx6j-KVv1GYcriWi-Bnrcw,@daesuka85,​@anugrahtulus4266rakyat tertutup oleh banyaknya sembako dulunya,Negatif
UC7Gwkni0LYfyjvwbYukmYgg,@bambangsugito900,Klo jendral berani usut tuntas...wah lebih seru dr chalid..dan..oknum jwndral tni tercoreng😮,Negatif
UCSilbFx9evAdh9D5Ct8nIvg,@sqstudio3500,Berarti Menhan sebelumnya juga terlibat dong 😂,Netral
UCvV4amLdZMWt4SsQ4yR2zlQ,@bettydado8287,"JK PUNYA KERJA nih ...😂
Dia punya TAMBANG NIKEL disitu
Dan NIKEL DILARANG EKSPORT Ke luar negeri oleh Pak Jokowi
SELANJUTNYA ... pikirin deh sendiri",Negatif
UCvV4amLdZMWt4SsQ4yR2zlQ,@bettydado8287,​@mancingyok965 GENG MAKASAR dong LIBATIN ....siapa tuh ???,Negatif
UCSI6so8BPCFZuPxbQJJNq1A,@denybagusputra,​@bettydado8287jebakan?? Justru menyembunyikan suatu proyek tanpa ada catatan secara administrasi negara itu juga ilegal mas.. Mau membenarkan hal yang salah?,Negatif
UCms13pyDNo6vQGJidVCKrGg,@SUAMI205,Mulyono mulyono,Negatif
UCms13pyDNo6vQGJidVCKrGg,@SUAMI205,"​@JembatanHati-r3ztenang boss yg dimaksud geng solo itu bukan menyeluruh tapi sebagian orang2 yg berkomplot dengan mulono. Kebetulan mereka tinggal di solo,",Negatif
UCjWCqu--xKo-ZZmRDWEjqug,@marwiyahsiti-j2s,penguasa bupati / gubernur setempat masa sih gk tau,Netral
UC66_osvx5wpNk-sBcq-0_kw,@kentangtumben7091,Jaman Jokowi Menhan nya Prabowo,Positif
UC8hBmKBqUufR_elNoUvYAqw,@teguhprastiyo8258,Sebut z orangnya.. Jokowi,Netral
UC7GFzv4F6ywn_KossxfyLvQ,@RodjaliJolay-tp3dn,Jokowi berhasil bagun bandara yg mubazir sepi nyaris Terbengkalai 😂😂😂,Positif
UCt41xO3zcjxZty9aL7-S4nQ,@dwienyernawati4094,Teruskan Pak..!ke jalur Hukum!,Positif
UCyW5a5i_dBnboMUj42yy93g,@jonysolo4248,"MenHan dulu kan pak Prabowo,beliau apakah kecolongan juga?",Netral
UChQ2YjO_f8RdXZyDOyk2kMQ,@Rully-zs9uf,​Memang terbukti fakta...,Netral
UChQ2YjO_f8RdXZyDOyk2kMQ,@Rully-zs9uf,​Gue gapilih dia..,Negatif
UCEd9N8h-N3MNjmgx00KTjLw,@MuhamadJaenudin-z7e,"Parah era mulyono banyak penjahatnya,rusak negara ini,usut sampai tuntas jangan dibiarkan biang keroknya dari jerat hukum,ayo pak Prabowo pasti bisa!panteasan banyak barang haram yg masuk ke negri ini,harus bertanggung jawab pemerintahan dulu.",Negatif
UCIu0t77YnCy7hN_RXNe2Ayw,@arrum70,"Apa prabowo mengambil tindakan terhadap jokowi? Rakyat ragu krn prabowo dan jokowi besti yg paling dekat, jadi percuma menhan membuat narasi",Negatif
UC8lWjyGMrabmRfkCVRpoaYA,@ahmadtoto6558,​@nurmayantibahar3betul bro,Netral
UCCUc6c4geED1fj4NBBOG7DQ,@RahmatAR-q5c,​@mancingyok965knpa kamu bawa ras...kami...hati hati kamu.,Negatif
UCCUc6c4geED1fj4NBBOG7DQ,@RahmatAR-q5c,Ternyata inilah hasil revolusi mental era Jokowi...pejabat korup terbesar sejarah negri ini ....bohong terbesar....dan penghianatan terhadap aturan kekayaan negara....😢😢,Negatif
UC4kHSgvNlbRFIEeqJgvrTCw,@syahidunnyentrix8012,"Nilai 11 dari 100 benar2 nyata,",Positif
UCGK1KsBI7ShHkHowl_ZlcEA,@chefsaiful9783,Tp ttp aja ternak si Jokowee msh membela matian dan memuja2 si jokowee.krn mata hati nya sdh buta,Negatif
UC7HXnSfMHA0TjI08-LMrmdw,@Eurekaairline9205,Aku mau jadi pilot,Netral
UCo6FqT9uhx4F6tIOhejWQZQ,@AlanAsrem,"Tangkap Jokowi dan Luhut, dan yang seharusnya di cekal untuk berpergian keluar negeri adalah Jokowi dan Luhut beserta keluarga dan ternaknya.. bukan malah Roy Suryo dkk yang dicekal... terutama kepolisian, jangan memutarbalikkan fakta ..",Negatif
UC5ctOF7FHsU9bfPtU-9a4qA,@BADANPERMUSYAWARATANDESABA-u6w,Morowali di kuasai China,Negatif
UC5ctOF7FHsU9bfPtU-9a4qA,@BADANPERMUSYAWARATANDESABA-u6w,Morowali di kuasai China,Negatif
UC5ctOF7FHsU9bfPtU-9a4qA,@BADANPERMUSYAWARATANDESABA-u6w,Morowali di kuasai China,Negatif
UC5ctOF7FHsU9bfPtU-9a4qA,@BADANPERMUSYAWARATANDESABA-u6w,Morowali di kuasai China,Negatif
UCP6YXf1mtYXKkL_BbJH_S8w,@Musa.Palemmai,Gila bercampur Tamak Bin Rakus.,Negatif
UCwuvWv95OnXf_ekl5UBN3Qw,@Master-f5c9w,Usut tuntas pak sampai keakar2nya jangan pilih2 rakyat Indonesia mendukungmu,Positif
UCN3KO6wRK11lJarQXDDtJ-w,@SulaimanSumbawa-dm9dh,"Masaksi dari taun 2014 gak ada
Pejabat yg tau bandara ilegal.
Pemerinta bohongi kita dari dulu.",Negatif
UCem4-1Uxth0dXssUa8XlVoQ,@abumumtazkuliner9076,Bandara ilegal diresmikan siapa itu????,Negatif
UCN3KO6wRK11lJarQXDDtJ-w,@SulaimanSumbawa-dm9dh,"​@abumumtazkuliner9076
Mereka dan keluarga mereka .😂😂😂😂😂😂😂😂😂😂",Netral
UCsRnLrT_1w3VVduaWJZnT2g,@tweetweetindonesia7671,ADILI JKW % LUHUT !!!!,Negatif
UCHcuuXbeYWMRccrP-5TaFwg,@DollyDMugiato,Bandara  sdh  dijual ..dgn  jokowi & luhut 😂😂😂,Negatif
UCHcuuXbeYWMRccrP-5TaFwg,@DollyDMugiato,​@anugrahtulus4266mereka  satu  atap 😂😂,Positif
UCvnmCsYB_FlzTrzsEMIcWjA,@myakobuskeneng3037,Bandara domestik itu ga perlu ada imigrasi dan bea cukai. Bandara IMIP itu dalam otoritas Makasar. Cari tau dulu sebelum komen.,Netral
UC7HXnSfMHA0TjI08-LMrmdw,@Eurekaairline9205,​@JefryZainAku mau jadi pilot,Netral
UCSwndLIDleWgNm5SookruYw,@AsepYusup-j6s,"Apapun penjelasan ketua APJAPI JELAS  BANDARA TSB MERUGIKAN BANGSA DAN NEGARA.....SETAHU SAYA BEBASNYA WARGA NEGARA TIONGKOK MASUK INDONESIA SEMENJAK JOKOWI JADI PENGUASA DI NEGERI INI.
SETAHU SAYA WARGA TIONGKOK SAMPAI HARI INI MASIH BERDUYUN DUYUN MASUK NEGARA INDONESIA.",Netral
UC9mjBlxuIpV5JyZOLJAHVIQ,@mdb1205,​@afriantosatolom1153kenapa gak ada perangkat negara,Netral
UCyqfrsw2RLBW3Fd92kErL7A,@aansantafe89,"Bandara imip proyeknya sby,2013",Netral
UC2tbevPgXunq--mEPRQbghQ,@arjunasakti9093,​@anugrahtulus4266untung nggk 3 😂😂😂😂,Negatif
UCzl2Lg6j7TTwFIuMv8ncbvg,@Suleman1961-fx8yf,Geng solo rusak parah,Negatif
UCQv6oEtOR_mvjqggFJsN9bw,@matsxl95,​@jolumut3323itu bandara terdaftar dikemenhub sebagai bandara khusus dan hanya untuk pesawat domestik makanya tidak ada petugas bc dan imigrasi kalo dijakarta juga ada bandara khusus seperti bandara pondok cabe gak ada petugas bc dan imigrasinya dan hanya peswat pesawat domestik yg boleh mendarat,Netral
UCWwFWdtiEatQPgvVwTmOIog,@ulisitorus1267,Padahal prabowo mantan MENHAN nya jokowi,Netral
UCWwFWdtiEatQPgvVwTmOIog,@ulisitorus1267,​@JefryZainprabowo juga termul. Hidup jokowi3x teriak prabowo.,Negatif
UCzBk4e8ZPOrSwnwgYGYZACQ,@IsroAlamin-dx1hb,Paling nanti menhan ini klarifikasi,Netral
UCgEwaMIdX8hH_Z2b2W1mUzQ,@nofitapermatasari1718,yg berdiri di samping kanan bapak itu termasuk sekelompok orang yang anda maksud pak mengan,Netral
UC8USN8W33HW_kujdieUgmaw,@Vsca-j8d,​@matsxl95 ga nyimak omongan pak menhan? Masih ngeyel aja,Negatif
UCP5oIdBageyeQxZW4_FILfQ,@HeriHeriawan81,​@Vsca-j8diya benerr 😂 pendukungny Mulyono sepertiny dia😅,Positif
UC5Kod32MCnlPW0KTPJbezcQ,@jadmangare783,​@jolumut3323 baca fakta jokowi ng pernah meresmikan bandara IMIP yang di resmikan bandara Morowali,Netral
UCV7fqHuJSmkoCZPmAlQSsRg,@Triawan-l9r,"​Prabowo juga termul, sorry Yee",Netral
UCSTCQjGDa0NLOzwG_9uyI1Q,@ariobaskoro3387,@kemal3129 soe emang,Negatif
UCcV4CixtcRgSXgovtalhP7g,@PriyoPriyo-g1o,Bobrok banget,Negatif
UC5ZwpEWnwQDNoEVddoIpoNw,@antis2567,Gila.....3indonesia.leih parah dari jaman Belanda sama jepang.....,Negatif
UCIBsPPLM435XobGvCL_ZF-A,@HerlanMardani-k1u,"Timbul dan ntar juga tenggelam, ya begitulah biasanya",Netral
UCvEpq5cIMxriCONykIAIhwQ,@jolumut3323,"​@jadmangare783udh sy baca dan lihat vidionya, emang jkw kok yg meresmikan jangan , giliran ada kasus gini ga mau ngakui KEBIASAAN,, Prestasi di klik a.n pribadi, kegagalan di Klian kesalahan bawahan",Negatif
UClodDPIXAu1OG7j-tWc7JxA,@zaskiazaskia_azzahra4784,Hidup JOKO WI.,Negatif
UC7dU2nGrid86hkXMs7aRWmw,@DimarisPlays,"​@jadmangare783 Lantas gak meresmikan, kok bisa bandara ilegal beroperasi 5 tahun?",Netral
UClFWilUEyHSQI3PwjWb-JIQ,@PutriAqila-zw7uf,​@BADANPERMUSYAWARATANDESABA-u6wMorowali tuh daerah mana,Netral
UC7o4GYCVqzfc6l7t66S0LUw,@Suparman-kl9cg,"Kalau diresmikan Jokowi semua Petugas kan tau, kok baru sekarang bilang ilegal",Negatif
UC3-DEAYcmJ8YFkpMXHYQZdA,@syukroon123,"Dikasus lap terbang misterius di morowali, Dlm keterangannya pak menhan mengatakan ckp ini sbg pembelajaran!!. Ya engga bisa ckp tok begitu pak, enak aja!. Ini jelas2 pelanggaran pidana beraat Hrs ditangkap dipenjara jendral2 kucluk backing2nya dan pejabat yg berwenang : pangdam, kapolda dan dishub krn sengaja membiarkan atau lalai kecolongan gagal dalam tugas menjaga kedaulatan wil NKRI. Dan selama operasional bandara dihitung kerugian negara oleh BPK/ penyidik kejaksaan.....",Negatif
UCgksfhWEhFsYR3wFvpJ_Jqg,@halimah-j8t,berani kah bpk prabowo mengusut sak antek2 ny blio mantan kopassus pasti bs mengusut asal ada niat d mau 😊,Positif
UCfWXRwk0tv2qJ0cFRVcNF8w,@my_sarver,Punya Panglima Kapolri berguna sekaleee!!! dri jaman mul,Positif
UCiVRtF4Y5UGFLlpioazrlrA,@engkiyuliadi1713,"​@matsxl95sok tau,tonton video dan pahami pakai otak, bisa hebat Lo dari jendral yg ngomong",Positif
UC7xGx-TtepMgyrWLl5Fgsag,@gusdeop6715,​@jolumut3323 telusuri berita dgn benar.,Netral
UCytwbcMV1b4epT5dSuscXHg,@vence2383,"Mata sipit d kasih hati, jd pala batu",Negatif
UCgxS8Wk2lbdQyVZqVwXLT7w,@Redmi13c-e8p,"Kalau jokowi salah oke.. 
Tapi kemana aja pak menhan, menteri transportasi di kabinet jokowi..??????? 
Apa juga hanya membiarkan..?????",Negatif
UCgxS8Wk2lbdQyVZqVwXLT7w,@Redmi13c-e8p,Apa Pak syafri apa jaman jokowi blm jd pejabat menhan..?,Netral
UCgxS8Wk2lbdQyVZqVwXLT7w,@Redmi13c-e8p,"​@JefryZain
Mantan anak buah jokowi masih dipemerintahan kok.. 

Saya gk yakin mantan menhanngak tahu keberadaan bandara itu",Netral
UCqAPIOlcr-J1tyTPra-Ue_Q,@Supriyanto123-j3d,​@ulisitorus1267Wowo Wiwi sama saja,Netral
UCHIEoTs5FDnjcdcvOGxzJYg,@FrankLauren-nu1lm,Menhan saat ini dahulu wakilnya prabowo waktu jadi menteri pertahanan kl memang ilegal kenapa baru bersuara untuk bandara yang telah terdaftar di kementrian perhubungan saat ini masih jadi wakil menteri pertahanan. Bermain potiknya menhan sangat mudah terbaca padahal dia seorang mantan jendral kopasus,Negatif
UCkBrGVu6MD22Ix2Q8a8SrjQ,@arsakhaalfarisi1648,"@sujanaknak168 
oknum kalau tidak dapat perintah langsung dari atasan mana berani bro",Negatif
UCotUEOQxoCI94BvBCT1Xvwg,@lareoseng68,"Yang gila otakmu, makanya kalau menerima suatu berita jangan di telan mentah-mentah",Negatif
UCA_KeEYsUPAgiJMowK6RgyQ,@jiong0464,"Pakai otak sebelum komen jng spt mereka blm tahu karena PEJABAT BARU sdh TERGAGAP GAGAP MEMBUAT PERNYATAAN, kelihatan unkredible dalam bertugas.",Negatif
UCsfshU3IoJRYgAcRqk0LwyA,@SINTA-q7g,Baru tau ya??  Hadehh,Negatif
UCnvZ7WCKAazlSGeGloygQTg,@hendr1458,"Ah ini cuma dagelan, pak Safri kan ada di kementerian pertahanan lima tahun terakhir, masa ada kegiatan asing di dalam negeri kemudian departemen pertahanan tdk tahu, aneh dan sekaligus berbahaya. Pasti ada orang kuat dibalik bandara yang tidak diawasi otoritas Indonesia",Negatif
UCb5qVODc_dLF6mR95MQ3HZw,@EdiSusanto-b1v,"​@odon4611di Kik Kawasan industri kendal proyeknya banyak cina semua.. Trus di jateng lin genuh sayung proyeknya china semua apakah itu ada yg ilegal apa legal semua ya kita"".. 🙏🙏🙏",Negatif
UCUgKbVCZLgv_-H2Uyqjnj1w,@SupriYatno-b4z,"Sulawesi udah diserahkan ke aseng bebas biaya impor jaman jokowi, lautnya strategis juga rencana reklamasi oligarki",Negatif
